Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago
341,ALVO,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,136.47,94,95,69,80
342,ULBI,Industrials,Electrical Equipment & Parts,NASDAQ,136.44,94,80,89,99
343,WSM,Consumer Cyclical,Specialty Retail,NYSE,136.16,94,91,96,81
344,ACHL,Healthcare,Biotechnology,NASDAQ,136.02,94,56,26,17
345,AZZ,Industrials,Metal Fabrication,NYSE,135.99,94,93,86,82
346,NA,Technology,Semiconductors,NASDAQ,135.85,94,30,93,8
347,GTLB,Technology,Software—Application,NASDAQ,135.76,94,96,90,71
348,NRBO,Healthcare,Biotechnology,NASDAQ,135.67,94,80,24,8
349,TILE,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NASDAQ,135.57,94,88,84,76
350,WULF,Financial Services,Capital Markets,NASDAQ,135.54,94,93,94,97
351,DKNG,Consumer Cyclical,Gambling,NASDAQ,135.52,94,96,97,97
352,REAL,Consumer Cyclical,Luxury Goods,NASDAQ,135.52,94,75,88,96
353,SMID,Basic Materials,Building Materials,NASDAQ,135.41,94,97,98,57
354,INO,Healthcare,Biotechnology,NASDAQ,134.99,94,16,11,7
355,ANET,Technology,Computer Hardware,NYSE,134.9,94,95,93,92
356,NTRA,Healthcare,Diagnostics & Research,NASDAQ,134.79,94,93,83,79
357,USAP,Basic Materials,Steel,NASDAQ,134.7,94,95,97,94
358,MLP,Real Estate,Real Estate Services,NYSE,134.57,94,94,93,85
359,KRTX,Healthcare,Biotechnology,NASDAQ,134.55,94,96,64,27
360,NRSN,Healthcare,Biotechnology,NASDAQ,134.49,94,95,30,5
361,ARCT,Healthcare,Biotechnology,NASDAQ,134.28,94,93,54,97
362,AKA,Consumer Cyclical,Internet Retail,NYSE,134.16,94,90,81,13
363,AEO,Consumer Cyclical,Apparel Retail,NYSE,133.92,94,87,92,91
364,AWI,Industrials,Building Products & Equipment,NYSE,133.91,94,88,90,59
365,UGP,Energy,Oil & Gas Refining & Marketing,NYSE,133.86,94,95,97,91
366,BLTE,Healthcare,Biotechnology,NASDAQ,133.7,94,92,97,94
367,ERIE,Financial Services,Insurance Brokers,NASDAQ,133.68,94,88,87,88
368,STRC,Technology,Computer Hardware,NASDAQ,133.67,94,6,3,1
369,X,Basic Materials,Steel,NYSE,133.64,94,95,92,88
370,GANX,Healthcare,Biotechnology,NASDAQ,133.53,94,72,12,33
371,PVH,Consumer Cyclical,Apparel Manufacturing,NYSE,133.27,93,93,92,72
372,INBK,Financial Services,Banks—Regional,NASDAQ,133.23,93,96,85,35
373,MCAFU,Financial Services,Shell Companies,NASDAQ,133.12,93,91,35,67
374,FN,Technology,Electronic Components,NYSE,132.95,93,96,90,90
375,CMPS,Healthcare,Medical Care Facilities,NASDAQ,132.88,93,92,11,48
376,WEAV,Technology,Software—Application,NYSE,132.81,93,97,97,96
377,MDWD,Healthcare,Biotechnology,NASDAQ,132.78,93,84,56,18
378,TYRA,Healthcare,Biotechnology,NASDAQ,132.66,93,85,72,94
379,TAL,Consumer Defensive,Education & Training Services,NYSE,132.63,93,94,98,89
380,BLBD,Consumer Cyclical,Auto Manufacturers,NASDAQ,132.61,93,95,77,93
381,BLD,Industrials,Engineering & Construction,NYSE,132.49,93,94,94,94
382,HCI,Financial Services,Insurance—Property & Casualty,NYSE,132.47,93,95,98,66
383,KKR,Financial Services,Asset Management,NYSE,132.43,93,94,93,86
384,BPMC,Healthcare,Biotechnology,NASDAQ,132.37,93,92,95,51
385,NGL,Energy,Oil & Gas Midstream,NYSE,132.25,93,97,97,98
386,RGTI,Technology,Computer Hardware,NASDAQ,132.17,93,93,35,98
387,EOLS,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,132.14,93,94,82,79
388,RZLT,Healthcare,Biotechnology,NASDAQ,132.14,93,14,7,17
389,ARLO,Industrials,Security & Protection Services,NYSE,132.12,93,84,95,98
390,VZIO,Technology,Consumer Electronics,NYSE,131.99,93,54,58,14
391,BRFS,Consumer Defensive,Packaged Foods,NYSE,131.91,93,94,98,58
392,ICU,Healthcare,Biotechnology,NASDAQ,131.88,93,20,78,0
393,REVG,Industrials,Farm & Heavy Construction Machinery,NYSE,131.84,93,93,90,59
394,CGNT,Technology,Software—Infrastructure,NASDAQ,131.81,93,95,92,82
395,URI,Industrials,Rental & Leasing Services,NYSE,131.65,93,94,81,88
396,CYBR,Technology,Software—Infrastructure,NASDAQ,131.45,93,94,92,81
397,INFA,Technology,Software—Infrastructure,NYSE,131.23,93,94,94,87
398,AEYE,Technology,Software—Application,NASDAQ,131.12,93,42,23,30
399,XBIT,Healthcare,Biotechnology,NASDAQ,131.09,93,85,43,82
400,BCC,Basic Materials,Building Materials,NYSE,130.93,93,95,95,96
401,PLAY,Communication Services,Entertainment,NASDAQ,130.9,93,92,81,41
402,INBX,Healthcare,Biotechnology,NASDAQ,130.68,93,97,47,35
403,PSN,Industrials,Specialty Industrial Machinery,NYSE,130.63,93,84,91,86
404,LRCX,Technology,Semiconductor Equipment & Materials,NASDAQ,130.58,93,91,89,90
405,XERS,Healthcare,Biotechnology,NASDAQ,130.46,93,87,54,83
406,GHM,Industrials,Specialty Industrial Machinery,NYSE,130.39,93,92,94,93
407,TOL,Consumer Cyclical,Residential Construction,NYSE,130.31,93,91,92,94
408,HNST,Consumer Cyclical,Specialty Retail,NASDAQ,130.23,93,97,89,10
409,AUID,Technology,Software—Infrastructure,NASDAQ,130.18,93,97,97,96
410,AROC,Energy,Oil & Gas Equipment & Services,NYSE,130.06,93,91,94,94
411,TRIP,Consumer Cyclical,Travel Services,NASDAQ,130.03,93,87,63,24
412,CELC,Healthcare,Biotechnology,NASDAQ,130.0,93,94,97,36
413,EKSO,Healthcare,Medical Instruments & Supplies,NASDAQ,129.92,93,94,95,6
414,HIBB,Consumer Cyclical,Apparel Retail,NASDAQ,129.81,93,88,91,29
415,BYSI,Healthcare,Biotechnology,NASDAQ,129.79,93,29,38,40
416,BVS,Healthcare,Medical Devices,NASDAQ,129.79,93,98,97,82
417,VRNS,Technology,Software—Infrastructure,NASDAQ,129.59,93,94,97,90
418,RXRX,Healthcare,Biotechnology,NASDAQ,129.58,93,91,25,28
419,RSSS,Technology,Software—Application,NASDAQ,129.56,93,82,87,79
420,KALV,Healthcare,Biotechnology,NASDAQ,129.5,93,96,76,88
421,ATAI,Healthcare,Biotechnology,NASDAQ,129.48,93,70,13,17
422,KNSL,Financial Services,Insurance—Property & Casualty,NYSE,129.44,93,78,49,93
423,KRT,Consumer Cyclical,Packaging & Containers,NASDAQ,129.4,93,90,88,90
424,CERE,Healthcare,Biotechnology,NASDAQ,129.3,93,94,93,23
425,STG,Consumer Defensive,Education & Training Services,NYSE,129.05,93,91,94,96
426,KRYS,Healthcare,Biotechnology,NASDAQ,129.01,93,67,70,95
427,DBD,Technology,Software—Application,NYSE,128.98,93,94,94,33
428,UEC,Energy,Uranium,NYSE MKT,128.77,93,98,98,94
429,SUPV,Financial Services,Banks—Regional,NYSE,128.72,93,98,95,80
430,ALLO,Healthcare,Biotechnology,NASDAQ,128.62,93,31,6,9
431,PATK,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NASDAQ,128.61,93,88,86,86
432,RDNT,Healthcare,Diagnostics & Research,NASDAQ,128.52,93,90,92,84
433,ADMA,Healthcare,Biotechnology,NASDAQ,128.48,92,92,73,78
434,INZY,Healthcare,Biotechnology,NASDAQ,128.41,92,94,91,96
435,MTRX,Industrials,Engineering & Construction,NASDAQ,128.37,92,71,96,93
436,TSVT,Healthcare,Biotechnology,NASDAQ,128.36,92,82,2,2
437,XOMA,Healthcare,Biotechnology,NASDAQ,128.29,92,68,41,27
438,COLL,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,128.16,92,90,81,75
439,CLDX,Healthcare,Biotechnology,NASDAQ,128.16,92,77,40,17
440,NFLX,Communication Services,Entertainment,NASDAQ,128.11,92,92,88,94
441,URGN,Healthcare,Biotechnology,NASDAQ,127.87,92,85,82,97
442,TREX,Industrials,Building Products & Equipment,NYSE,127.83,92,91,90,92
443,ESEA,Industrials,Marine Shipping,NASDAQ,127.77,92,96,92,90
444,SRZN,Healthcare,Biotechnology,NASDAQ,127.56,92,47,32,16
445,FSTR,Industrials,Railroads,NASDAQ,127.53,92,94,95,96
446,MRVL,Technology,Semiconductors,NASDAQ,127.41,92,90,55,82
447,FRD,Basic Materials,Steel,NYSE MKT,127.35,92,93,73,92
448,PBYI,Healthcare,Biotechnology,NASDAQ,127.27,92,94,78,70
449,MHO,Consumer Cyclical,Residential Construction,NYSE,127.19,92,94,97,97
450,KLAC,Technology,Semiconductor Equipment & Materials,NASDAQ,127.14,92,88,88,86
451,VERY,Financial Services,Insurance—Life,NASDAQ,127.12,92,88,98,20
452,AMAT,Technology,Semiconductor Equipment & Materials,NASDAQ,127.08,92,85,82,89
453,AGO,Financial Services,Insurance—Specialty,NYSE,127.04,92,89,85,78
454,VBNK,Financial Services,Banks—Regional,NASDAQ,127.01,92,92,79,72
455,IZM,Technology,Electronics & Computer Distribution,NASDAQ,126.81,92,94,99,99
456,EVTV,Consumer Cyclical,Auto Manufacturers,NASDAQ,126.79,92,43,8,7
457,LYFT,Technology,Software—Application,NASDAQ,126.72,92,71,85,64
458,BASE,Technology,Software—Infrastructure,NASDAQ,126.65,92,96,87,89
459,PGTI,Industrials,Building Products & Equipment,NYSE,126.6,92,94,93,86
460,ANY,Technology,Software—Application,NASDAQ,126.46,92,82,43,11
461,GE,Industrials,Specialty Industrial Machinery,NYSE,126.2,92,88,91,95
462,TGAN,Technology,Semiconductor Equipment & Materials,NASDAQ,126.14,92,94,33,7
463,ENLV,Healthcare,Biotechnology,NASDAQ,126.07,92,85,11,8
464,CRVS,Healthcare,Biotechnology,NASDAQ,126.04,92,96,93,96
465,ZYME,Healthcare,Biotechnology,NASDAQ,125.95,92,91,86,48
466,EXP,Basic Materials,Building Materials,NYSE,125.9,92,92,83,90
467,BWXT,Industrials,Aerospace & Defense,NYSE,125.9,92,78,88,85
468,GOGL,Industrials,Marine Shipping,NASDAQ,125.85,92,86,77,32
469,AKBA,Healthcare,Biotechnology,NASDAQ,125.75,92,95,96,99
470,PHM,Consumer Cyclical,Residential Construction,NYSE,125.72,92,92,95,96
471,MINM,Technology,Communication Equipment,NASDAQ,125.71,92,99,89,3
472,ODC,Basic Materials,Specialty Chemicals,NYSE,125.59,92,86,93,97
473,WIX,Technology,Software—Infrastructure,NASDAQ,125.5,92,93,87,86
474,RNXT,Healthcare,Biotechnology,NASDAQ,125.47,92,62,3,12
475,BAND,Technology,Software—Infrastructure,NASDAQ,125.35,92,65,21,30
476,CRH,Basic Materials,Building Materials,NYSE,125.3,92,89,91,87
477,WOR,Industrials,Metal Fabrication,NYSE,125.29,92,93,92,90
478,ASML,Technology,Semiconductor Equipment & Materials,NASDAQ,125.26,92,89,77,57
479,FOR,Real Estate,Real Estate—Development,NYSE,125.24,92,91,96,98
480,IMPP,Energy,Oil & Gas E&P,NASDAQ,125.19,92,89,21,2
481,VTSI,Industrials,Aerospace & Defense,NASDAQ,125.15,92,98,96,83
482,TM,Consumer Cyclical,Auto Manufacturers,NYSE,125.07,92,82,87,88
483,QD,Financial Services,Credit Services,NYSE,125.07,92,89,90,95
484,OWL,Financial Services,Asset Management,NYSE,125.0,92,87,83,74
485,AXON,Industrials,Aerospace & Defense,NASDAQ,124.97,92,84,80,87
486,NMRK,Real Estate,Real Estate Services,NASDAQ,124.95,92,91,82,40
487,MRKR,Healthcare,Biotechnology,NASDAQ,124.92,92,96,44,99
488,HMY,Basic Materials,Gold,NYSE,124.87,92,93,97,85
489,VNCE,Consumer Cyclical,Apparel Manufacturing,NYSE,124.85,92,91,3,1
490,SMWB,Communication Services,Internet Content & Information,NYSE,124.84,92,57,21,59
491,CUBI,Financial Services,Banks—Regional,NYSE,124.82,92,96,96,92
492,CAL,Consumer Cyclical,Footwear & Accessories,NYSE,124.77,92,82,86,84
493,NMR,Financial Services,Capital Markets,NYSE,124.75,92,90,69,81
494,NRG,Utilities,Utilities—Independent Power Producers,NYSE,124.66,92,91,92,79
495,TEVA,Healthcare,Drug Manufacturers—Specialty & Generic,NYSE,124.63,91,87,83,88
496,SSD,Industrials,Building Products & Equipment,NYSE,124.58,91,91,94,96
497,GGAL,Financial Services,Banks—Regional,NASDAQ,124.56,91,96,94,95
498,WDC,Technology,Computer Hardware,NASDAQ,124.49,91,91,86,77
499,INMB,Healthcare,Biotechnology,NASDAQ,124.46,91,92,88,46
500,DSKE,Industrials,Trucking,NASDAQ,124.44,91,91,19,21
501,CCLP,Energy,Oil & Gas Equipment & Services,NASDAQ,124.32,91,93,97,47
502,VIST,Energy,Oil & Gas E&P,NYSE,124.27,91,92,96,96
503,ANAB,Healthcare,Biotechnology,NASDAQ,124.24,91,83,19,32
504,WMS,Industrials,Building Products & Equipment,NYSE,124.17,91,88,85,86
505,AYI,Industrials,Electrical Equipment & Parts,NYSE,124.1,91,91,73,38
506,CECO,Industrials,Pollution & Treatment Controls,NASDAQ,124.09,91,92,95,84
507,NVO,Healthcare,Biotechnology,NYSE,124.01,91,89,90,95
508,NSSC,Industrials,Security & Protection Services,NASDAQ,123.87,91,93,82,17
509,ASND,Healthcare,Biotechnology,NASDAQ,123.56,91,92,58,50
510,NGS,Energy,Oil & Gas Equipment & Services,NYSE,123.52,91,81,92,71
511,RL,Consumer Cyclical,Apparel Manufacturing,NYSE,123.31,91,83,80,68
512,FICO,Technology,Software—Application,NYSE,123.24,91,94,96,94
513,JHX,Basic Materials,Building Materials,NYSE,123.15,91,93,93,91
514,FBGX,n/a,n/a,NYSE ARCA,122.96,91,92,90,90
515,TPG,Financial Services,Asset Management,NASDAQ,122.91,91,92,87,53
516,SNDA,Healthcare,Medical Care Facilities,NYSE,122.86,91,47,61,10
517,BWMX,Consumer Cyclical,Specialty Retail,NASDAQ,122.86,91,80,92,98
518,TSM,Technology,Semiconductors,NYSE,122.85,91,84,74,50
519,CTRN,Consumer Cyclical,Apparel Retail,NASDAQ,122.71,91,82,76,70
520,IDR,Basic Materials,Gold,NYSE MKT,122.67,91,75,91,44
521,NXE,Energy,Uranium,NYSE,122.65,91,95,95,91
522,KBH,Consumer Cyclical,Residential Construction,NYSE,122.61,91,85,92,93
523,VXRT,Healthcare,Biotechnology,NASDAQ,122.6,91,93,26,18
524,ROAD,Industrials,Engineering & Construction,NASDAQ,122.56,91,93,93,87
525,AXGN,Healthcare,Medical Devices,NASDAQ,122.55,91,95,36,10
526,DHC,Real Estate,REIT—Healthcare Facilities,NASDAQ,122.53,91,98,96,96
527,FARM,Consumer Defensive,Packaged Foods,NASDAQ,122.53,91,82,70,6
528,NET,Technology,Software—Infrastructure,NYSE,122.46,91,93,93,76
529,TPC,Industrials,Engineering & Construction,NYSE,122.42,91,79,77,83
530,UCTT,Technology,Semiconductor Equipment & Materials,NASDAQ,122.41,91,90,27,32
531,OPGN,Healthcare,Diagnostics & Research,NASDAQ,122.38,91,4,83,0
532,MCAF,Financial Services,Shell Companies,NASDAQ,122.29,91,96,29,70
533,MAC,Real Estate,REIT—Retail,NYSE,122.25,91,89,72,72
534,GPS,Consumer Cyclical,Apparel Retail,NYSE,122.25,91,96,98,62
535,MDC,Consumer Cyclical,Residential Construction,NYSE,122.16,91,92,85,88
536,JBL,Technology,Electronic Components,NYSE,122.12,91,87,90,93
537,EVBG,Technology,Software—Application,NASDAQ,122.02,91,33,21,20
538,MCY,Financial Services,Insurance—Property & Casualty,NYSE,121.94,91,72,91,34
539,ALSN,Consumer Cyclical,Auto Parts,NYSE,121.92,91,82,73,92
540,IGMS,Healthcare,Biotechnology,NASDAQ,121.83,91,93,11,6
541,TDW,Energy,Oil & Gas Equipment & Services,NYSE,121.8,91,79,88,98
542,NYAX,Technology,Information Technology Services,NASDAQ,121.79,91,89,52,75
543,MBC,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NYSE,121.79,91,89,92,86
544,NEU,Basic Materials,Specialty Chemicals,NYSE,121.73,91,89,94,92
545,ADV,Communication Services,Advertising Agencies,NASDAQ,121.59,91,97,88,90
546,MATH,Communication Services,Internet Content & Information,NASDAQ,121.58,91,85,98,96
547,NHC,Healthcare,Medical Care Facilities,NYSE MKT,121.49,91,92,94,78
548,BRBR,Consumer Defensive,Packaged Foods,NYSE,121.46,91,94,97,93
549,CR,Industrials,Specialty Industrial Machinery,NYSE,121.44,91,93,93,81
550,FIP,Industrials,Conglomerates,NASDAQ,121.4,91,86,82,77
551,SGC,Consumer Cyclical,Apparel Manufacturing,NASDAQ,121.36,91,94,92,22
552,NRP,Energy,Thermal Coal,NYSE,121.31,91,94,95,92
553,KNW,Technology,Scientific & Technical Instruments,NYSE MKT,121.31,91,46,8,3
554,DPSI,Technology,Software—Application,NYSE MKT,121.28,91,72,52,68
555,FREE,Consumer Defensive,Packaged Foods,NASDAQ,121.26,90,78,51,71
556,SHFS,Financial Services,Banks—Regional,NASDAQ,121.26,90,94,96,5
557,ICHR,Technology,Semiconductor Equipment & Materials,NASDAQ,121.24,90,84,24,52
558,INUV,Communication Services,Advertising Agencies,NYSE MKT,121.24,90,95,75,23
559,ESPR,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,121.24,90,95,21,8
560,BTCS,Financial Services,Capital Markets,NASDAQ,121.17,90,93,96,24
561,MLYS,Healthcare,Biotechnology,NASDAQ,121.13,90,67,6,16
562,ELAN,Healthcare,Drug Manufacturers—Specialty & Generic,NYSE,121.1,90,91,84,76
563,CLMB,Technology,Electronics & Computer Distribution,NASDAQ,121.04,90,90,87,71
564,ESAB,Industrials,Metal Fabrication,NYSE,120.87,90,87,92,91
565,APPF,Technology,Software—Application,NASDAQ,120.86,90,92,91,95
566,IREN,Financial Services,Capital Markets,NASDAQ,120.83,90,66,99,96
567,ETN,Industrials,Specialty Industrial Machinery,NYSE,120.76,90,90,84,94
568,UGRO,Industrials,Farm & Heavy Construction Machinery,NASDAQ,120.74,90,71,11,9
569,SNCR,Technology,Software—Infrastructure,NASDAQ,120.7,90,86,8,60
570,PCVX,Healthcare,Biotechnology,NASDAQ,120.68,90,94,83,91
571,MEDS,Healthcare,Pharmaceutical Retailers,NASDAQ,120.68,90,11,28,97
572,MLKN,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NASDAQ,120.67,90,85,96,37
573,QRTEP,Consumer Cyclical,Internet Retail,NASDAQ,120.65,90,86,34,29
574,LVO,Communication Services,Entertainment,NASDAQ,120.64,90,82,37,95
575,ESP,Industrials,Electrical Equipment & Parts,NYSE MKT,120.62,90,84,76,66
576,GBX,Industrials,Railroads,NYSE,120.62,90,89,79,90
577,ELMD,Healthcare,Medical Devices,NYSE MKT,120.61,90,33,39,51
578,LSEA,Real Estate,Real Estate—Development,NASDAQ,120.58,90,95,96,95
579,KD,Technology,Information Technology Services,NYSE,120.49,90,93,93,94
580,TT,Industrials,Building Products & Equipment,NYSE,120.46,90,90,87,85
581,GKOS,Healthcare,Medical Devices,NYSE,120.45,90,94,78,94
582,ITRI,Technology,Scientific & Technical Instruments,NASDAQ,120.41,90,71,83,74
583,IHG,Consumer Cyclical,Lodging,NYSE,120.4,90,87,84,86
584,OPRX,Healthcare,Health Information Services,NASDAQ,120.29,90,84,26,7
585,SLG,Real Estate,REIT—Office,NYSE,120.29,90,91,85,90
586,NXT,Technology,Solar,NASDAQ,120.26,90,96,82,88
587,CDRE,Industrials,Aerospace & Defense,NYSE,120.22,90,92,94,83
588,HBB,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NYSE,120.21,90,94,90,83
589,RSI,Consumer Cyclical,Gambling,NYSE,120.16,90,91,58,95
590,CADL,Healthcare,Biotechnology,NASDAQ,120.15,90,69,8,11
591,SPXC,Industrials,Specialty Industrial Machinery,NYSE,120.11,90,89,85,80
592,CG,Financial Services,Asset Management,NASDAQ,120.09,90,90,83,74
593,CVLT,Technology,Software—Application,NASDAQ,120.07,90,92,84,77
594,KAI,Industrials,Specialty Industrial Machinery,NYSE,120.07,90,89,90,76
595,MODD,Healthcare,Medical Devices,NASDAQ,120.0,90,85,42,11
596,SCS,Industrials,Business Equipment & Supplies,NYSE,119.94,90,90,97,77
597,ACST,Healthcare,Biotechnology,NASDAQ,119.93,90,25,38,15
598,APG,Industrials,Engineering & Construction,NYSE,119.92,90,87,90,91
599,QBTS,Technology,Computer Hardware,NYSE,119.9,90,70,26,13
600,IKT,Healthcare,Biotechnology,NASDAQ,119.9,90,90,3,6
601,GASS,Industrials,Marine Shipping,NASDAQ,119.81,90,97,98,97
602,GSIT,Technology,Semiconductors,NASDAQ,119.69,90,31,50,36
603,GEOS,Energy,Oil & Gas Equipment & Services,NASDAQ,119.63,90,97,97,98
604,BNKU,Exchange Traded Fund,USA,NYSE ARCA,119.61,90,92,53,19
605,TMC,Basic Materials,Other Industrial Metals & Mining,NASDAQ,119.58,90,90,89,91
606,PNTG,Healthcare,Medical Care Facilities,NASDAQ,119.52,90,86,81,36
607,ARES,Financial Services,Asset Management,NYSE,119.47,90,89,90,92
608,FWRG,Consumer Cyclical,Restaurants,NASDAQ,119.41,90,84,75,83
609,EVR,Financial Services,Capital Markets,NYSE,119.35,90,89,87,88
610,COST,Consumer Defensive,Discount Stores,NASDAQ,119.33,90,87,85,77
611,FEIM,Technology,Communication Equipment,NASDAQ,119.27,90,95,97,61
612,NRDS,Financial Services,Credit Services,NASDAQ,119.24,90,92,79,15
613,GIII,Consumer Cyclical,Apparel Manufacturing,NASDAQ,119.21,90,93,97,94
614,BFRG,Healthcare,Health Information Services,NASDAQ,119.21,90,74,13,12
615,GWRE,Technology,Software—Application,NYSE,119.16,90,88,94,92
616,CSWI,Industrials,Specialty Industrial Machinery,NASDAQ,119.14,90,90,86,91
617,DRS,Industrials,Aerospace & Defense,NASDAQ,119.13,90,73,91,92
618,AXR,Real Estate,Real Estate—Development,NYSE,119.09,89,85,92,94
619,CRM,Technology,Software—Application,NYSE,119.08,89,91,93,91
620,MBIN,Financial Services,Banks—Regional,NASDAQ,119.07,89,91,91,75
621,CBZ,Industrials,Specialty Business Services,NYSE,119.06,89,81,82,75
622,NMM,Industrials,Marine Shipping,NYSE,119.03,89,79,81,37
623,AYTU,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,119.03,89,78,87,14
624,AMZN,Consumer Cyclical,Internet Retail,NASDAQ,119.02,89,90,92,91
625,MLTX,Healthcare,Biotechnology,NASDAQ,118.94,89,98,99,99
626,SKYT,Technology,Semiconductors,NASDAQ,118.91,89,83,29,11
627,SKWD,Financial Services,Insurance—Property & Casualty,NASDAQ,118.88,89,84,96,79
628,OKTA,Technology,Software—Infrastructure,NASDAQ,118.87,89,73,40,90
629,PKOH,Industrials,Specialty Industrial Machinery,NASDAQ,118.81,89,87,95,87
630,OMER,Healthcare,Biotechnology,NASDAQ,118.8,89,95,19,28
631,MLM,Basic Materials,Building Materials,NYSE,118.79,89,82,83,83
632,PLAB,Technology,Semiconductor Equipment & Materials,NASDAQ,118.79,89,95,70,71
633,OSG,Energy,Oil & Gas Midstream,NYSE,118.75,89,93,91,89
634,CTV,Communication Services,Advertising Agencies,NYSE,118.65,89,85,75,24
635,HWM,Industrials,Specialty Industrial Machinery,NYSE,118.63,89,84,85,83
636,VEON,Communication Services,Telecom Services,NASDAQ,118.58,89,78,85,72
637,VECO,Technology,Semiconductor Equipment & Materials,NASDAQ,118.5,89,91,84,90
638,MPWR,Technology,Semiconductors,NASDAQ,118.38,89,87,85,64
639,LII,Industrials,Building Products & Equipment,NYSE,118.33,89,84,93,95
640,GIC,Industrials,Industrial Distribution,NYSE,118.31,89,92,91,85
641,CMG,Consumer Cyclical,Restaurants,NYSE,118.3,89,85,89,77
642,BRP,Financial Services,Insurance Brokers,NASDAQ,118.26,89,28,19,58
643,MU,Technology,Semiconductors,NASDAQ,118.22,89,85,85,83
644,VERX,Technology,Software—Application,NASDAQ,118.18,89,86,96,86
645,VEL,Financial Services,Mortgage Finance,NYSE,118.11,89,91,92,76
646,ECOR,Healthcare,Medical Devices,NASDAQ,118.1,89,86,79,92
647,QTRX,Healthcare,Medical Devices,NASDAQ,118.1,89,76,92,97
648,QTWO,Technology,Software—Application,NYSE,118.03,89,90,88,86
649,DUOL,Technology,Software—Application,NASDAQ,118.02,89,89,98,95
650,STLA,Consumer Cyclical,Auto Manufacturers,NYSE,118.0,89,84,91,86
651,RCKT,Healthcare,Biotechnology,NASDAQ,117.96,89,93,94,21
652,CRDO,Technology,Communication Equipment,NASDAQ,117.95,89,96,92,83
653,EDN,Utilities,Utilities—Regulated Electric,NYSE,117.94,89,97,98,94
654,VNT,Technology,Scientific & Technical Instruments,NYSE,117.84,89,83,91,87
655,UFPT,Healthcare,Medical Devices,NASDAQ,117.73,89,84,85,90
656,STX,Technology,Computer Hardware,NASDAQ,117.72,89,86,91,65
657,EVGN,Healthcare,Biotechnology,NASDAQ,117.7,89,77,89,73
658,JBI,Industrials,Building Products & Equipment,NYSE,117.67,89,92,63,68
659,SEMR,Technology,Software—Application,NYSE,117.66,89,85,93,67
660,NKTR,Healthcare,Biotechnology,NASDAQ,117.65,89,21,12,11
661,BLIN,Technology,Software—Infrastructure,NASDAQ,117.51,89,23,16,15
662,RCMT,Industrials,Conglomerates,NASDAQ,117.42,89,95,96,89
663,BXC,Industrials,Building Products & Equipment,NYSE,117.32,89,93,78,71
664,DKS,Consumer Cyclical,Specialty Retail,NYSE,117.3,89,81,80,27
665,NXTC,Healthcare,Biotechnology,NASDAQ,117.29,89,25,22,22
666,MKSI,Technology,Scientific & Technical Instruments,NASDAQ,117.28,89,87,30,48
667,CANG,Consumer Cyclical,Auto & Truck Dealerships,NYSE,117.28,89,37,26,43
668,MG,Industrials,Security & Protection Services,NYSE,117.17,89,90,91,44
